UniqueID,Variable,Component,EMS_Code,CAS_number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
884,Polycyclic Aromatic Hydrocarbons (Carcinogenic),Total,EMS_PAH_,(130498-29-2),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.00004,"Guideline represented as benzo[a]pyrene total potency equivalents (TPE). TPE is calculated by multiplying the concentration of each PAH in a sample by its benzo[a]pyrene Potency Equivalence Factor given below and summing the products. Benzo[a]pyrene Potency Equivalence Factors: Benz[a]anthracene - 0.1; Benzo[a]pyrene – 1; Benzo[b+j+k]fluoranthene - 0.1; Chrysene - 0.01; Benzo[g,h,i]perylene - 0.01; Dibenz[a,h]anthracene – 1; Indeno[1,2,3-c,d]pyrene - 0.1",mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
885,Strontium,Total,EMS_SR_T,(7440-24-6),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,7,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
886,Tetrachloroethylene,Total,EMS_T030,(127-18-4),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.01,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
887,Trichloroethylene,Total,EMS_T029,(79-01-06),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.005,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
888,Uranium,Total,EMS_U__T,(7440-61-1),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.02,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
889,Vinyl Chloride,Total,EMS_C004,(75-01-04),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.002,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
890,Zinc,Total,EMS_ZN_T,(7440-66-6),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,3,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
891,Microbial indicators-Escherichia coli,Total,EMS_0147,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,200,Livestock classified as general livestock use,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
892,Microbial indicators-Enterococci,Total,EMS_0148,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,50,Livestock classified as general livestock use,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
893,Microbial indicators-Fecal Coliforms,Total,EMS_0450,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,200,Livestock classified as general livestock use,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
894,Microbial indicators-Escherichia coli,Total,EMS_0147,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0,Livestock classified as closely confined with no water treatment,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
895,Microbial indicators-Enterococci,Total,EMS_0148,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0,Livestock classified as closely confined with no water treatment,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
896,Microbial indicators-Fecal Coliforms,Total,EMS_0450,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0,Livestock classified as closely confined with no water treatment,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
897,Microbial indicators-Escherichia coli,Total,EMS_0147,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,quantile90,,,,,No Effect,Upper Limit,10,Livestock as classified by closely confined with disinfection treatment only,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
898,Microbial indicators-Enterococci,Total,EMS_0148,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,quantile90,,,,,No Effect,Upper Limit,3,Livestock as classified by closely confined with disinfection treatment only,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
899,Microbial indicators-Fecal Coliforms,Total,EMS_0450,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,quantile90,,,,,No Effect,Upper Limit,10,Livestock as classified by closely confined with disinfection treatment only,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
900,Microbial indicators-Escherichia coli,Total,EMS_0147,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,quantile90,,,,,No Effect,Upper Limit,100,Livestock as classified by closely confined with partial water treatment,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
901,Microbial indicators-Enterococci,Total,EMS_0148,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,quantile90,,,,,No Effect,Upper Limit,25,Livestock as classified by closely confined with partial water treatment,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
902,Microbial indicators-Fecal Coliforms,Total,EMS_0450,(NA),Agriculture - Livestock,Water,Short-term acute,1,1,quantile90,,,,,No Effect,Upper Limit,100,Livestock as classified by closely confined with partial water treatment,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
903,Microbial indicators-Escherichia coli,Total,EMS_0147,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,geomean,,,,,No Effect,Upper Limit,77,Irrigation water quality sprayed onto crops eaten raw,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
904,Microbial indicators-Enterococci,Total,EMS_0148,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,geomean,,,,,No Effect,Upper Limit,20,Irrigation water quality sprayed onto crops eaten raw,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
905,Microbial indicators-Fecal Coliforms,Total,EMS_0450,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,geomean,,,,,No Effect,Upper Limit,200,Irrigation water quality sprayed onto crops eaten raw,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
906,Microbial indicators-Escherichia coli,Total,EMS_0147,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,geomean,,,,,No Effect,Upper Limit,385,Irrigation water quality for livestock access,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
907,Microbial indicators-Enterococci,Total,EMS_0148,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,geomean,,,,,No Effect,Upper Limit,100,Irrigation water quality for livestock access,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
908,Microbial indicators-Pseudomonas aeruginosa,Total,EMS_PSEU,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,quantile75,,,,,No Effect,Upper Limit,10,Irrigation water quality for livestock access,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
909,Microbial indicators-Escherichia coli,Total,EMS_0147,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,geomean,,,,,No Effect,Upper Limit,1000,Irrigation water quality for general irrigation use,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
910,Microbial indicators-Enterococci,Total,EMS_0148,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,geomean,,,,,No Effect,Upper Limit,250,Irrigation water quality for general irrigation use,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
911,Microbial indicators-Fecal Coliforms,Total,EMS_0450,(NA),Agriculture - Irrigation,Water,Short-term acute,1,1,geomean,,,,,No Effect,Upper Limit,1000,Irrigation water quality for general irrigation use,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_microbiological_indicators_waterqualityguidelines_technical.pdf
